SNO,Values,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Value 11,Value 12,Value 13
5018,1207024.854,1207043.361,1207061.867,1207080.374,1207098.88,1207117.386,1207135.893,1207154.399,1207172.906,1207191.412,1207209.919,1207228.425,1207246.931
5019,1207265.438,1207283.944,1207302.451,1207320.957,1207339.463,1207357.97,1207376.476,1207394.983,1207413.489,1207431.995,1207450.502,1207469.008,1207487.515
5020,1207506.021,1207524.527,1207543.034,1207561.54,1207580.047,1207598.553,1207617.059,1207635.566,1207654.072,1207672.579,1207691.085,1207709.591,1207728.098
5021,1207746.604,1207765.111,1207783.617,1207802.124,1207820.63,1207839.136,1207857.643,1207876.149,1207894.656,1207913.162,1207931.668,1207950.175,1207968.681
5022,1207987.188,1208005.694,1208024.2,1208042.707,1208061.213,1208079.72,1208098.226,1208116.732,1208135.239,1208153.745,1208172.252,1208190.758,1208209.264
5023,1208227.771,1208246.277,1208264.784,1208283.29,1208301.796,1208320.303,1208338.809,1208357.316,1208375.822,1208394.329,1208412.835,1208431.341,1208449.848
5024,1208468.354,1208486.861,1208505.367,1208523.873,1208542.38,1208560.886,1208579.393,1208597.899,1208616.405,1208634.912,1208653.418,1208671.925,1208690.431
5025,1208708.937,1208727.444,1208745.95,1208764.457,1208782.963,1208801.469,1208819.976,1208838.482,1208856.989,1208875.495,1208894.002,1208912.508,1208931.014
5026,1208949.521,1208968.027,1208986.534,1209005.04,1209023.546,1209042.053,1209060.559,1209079.066,1209097.572,1209116.078,1209134.585,1209153.091,1209171.598
5027,1209190.104,1209208.61,1209227.117,1209245.623,1209264.13,1209282.636,1209301.142,1209319.649,1209338.155,1209356.662,1209375.168,1209393.674,1209412.181
5028,1209430.687,1209449.194,1209467.7,1209486.207,1209504.713,1209523.219,1209541.726,1209560.232,1209578.739,1209597.245,1209615.751,1209634.258,1209652.764
5029,1209671.271,1209689.777,1209708.283,1209726.79,1209745.296,1209763.803,1209782.309,1209800.815,1209819.322,1209837.828,1209856.335,1209874.841,1209893.347
5030,1209911.854,1209930.36,1209948.867,1209967.373,1209985.88,1210004.386,1210022.892,1210041.399,1210059.905,1210078.412,1210096.918,1210115.424,1210133.931
5031,1210152.437,1210170.944,1210189.45,1210207.956,1210226.463,1210244.969,1210263.476,1210281.982,1210300.488,1210318.995,1210337.501,1210356.008,1210374.514
5032,1210393.02,1210411.527,1210430.033,1210448.54,1210467.046,1210485.552,1210504.059,1210522.565,1210541.072,1210559.578,1210578.085,1210596.591,1210615.097
5033,1210633.604,1210652.11,1210670.617,1210689.123,1210707.629,1210726.136,1210744.642,1210763.149,1210781.655,1210800.161,1210818.668,1210837.174,1210855.681
5034,1210874.187,1210892.693,1210911.2,1210929.706,1210948.213,1210966.719,1210985.225,1211003.732,1211022.238,1211040.745,1211059.251,1211077.757,1211096.264
5035,1211114.77,1211133.277,1211151.783,1211170.29,1211188.796,1211207.302,1211225.809,1211244.315,1211262.822,1211281.328,1211299.834,1211318.341,1211336.847
5036,1211355.354,1211373.86,1211392.366,1211410.873,1211429.379,1211447.886,1211466.392,1211484.898,1211503.405,1211521.911,1211540.418,1211558.924,1211577.43
5037,1211595.937,1211614.443,1211632.95,1211651.456,1211669.963,1211688.469,1211706.975,1211725.482,1211743.988,1211762.495,1211781.001,1211799.507,1211818.014
5038,1211836.52,1211855.027,1211873.533,1211892.039,1211910.546,1211929.052,1211947.559,1211966.065,1211984.571,1212003.078,1212021.584,1212040.091,1212058.597
5039,1212077.103,1212095.61,1212114.116,1212132.623,1212151.129,1212169.635,1212188.142,1212206.648,1212225.155,1212243.661,1212262.168,1212280.674,1212299.18
5040,1212317.687,1212336.193,1212354.7,1212373.206,1212391.712,1212410.219,1212428.725,1212447.232,1212465.738,1212484.244,1212502.751,1212521.257,1212539.764
5041,1212558.27,1212576.776,1212595.283,1212613.789,1212632.296,1212650.802,1212669.308,1212687.815,1212706.321,1212724.828,1212743.334,1212761.84,1212780.347
5042,1212798.853,1212817.36,1212835.866,1212854.373,1212872.879,1212891.385,1212909.892,1212928.398,1212946.905,1212965.411,1212983.917,1213002.424,1213020.93
5043,1213039.437,1213057.943,1213076.449,1213094.956,1213113.462,1213131.969,1213150.475,1213168.981,1213187.488,1213205.994,1213224.501,1213243.007,1213261.513
5044,1213280.02,1213298.526,1213317.033,1213335.539,1213354.046,1213372.552,1213391.058,1213409.565,1213428.071,1213446.578,1213465.084,1213483.59,1213502.097
5045,1213520.603,1213539.11,1213557.616,1213576.122,1213594.629,1213613.135,1213631.642,1213650.148,1213668.654,1213687.161,1213705.667,1213724.174,1213742.68
5046,1213761.186,1213779.693,1213798.199,1213816.706,1213835.212,1213853.718,1213872.225,1213890.731,1213909.238,1213927.744,1213946.251,1213964.757,1213983.263
5047,1214001.77,1214020.276,1214038.783,1214057.289,1214075.795,1214094.302,1214112.808,1214131.315,1214149.821,1214168.327,1214186.834,1214205.34,1214223.847
5048,1214242.353,1214260.859,1214279.366,1214297.872,1214316.379,1214334.885,1214353.391,1214371.898,1214390.404,1214408.911,1214427.417,1214445.924,1214464.43
5049,1214482.936,1214501.443,1214519.949,1214538.456,1214556.962,1214575.468,1214593.975,1214612.481,1214630.988,1214649.494,1214668,1214686.507,1214705.013
5050,1214723.52,1214742.026,1214760.532,1214779.039,1214797.545,1214816.052,1214834.558,1214853.064,1214871.571,1214890.077,1214908.584,1214927.09,1214945.596
5051,1214964.103,1214982.609,1215001.116,1215019.622,1215038.129,1215056.635,1215075.141,1215093.648,1215112.154,1215130.661,1215149.167,1215167.673,1215186.18
5052,1215204.686,1215223.193,1215241.699,1215260.205,1215278.712,1215297.218,1215315.725,1215334.231,1215352.737,1215371.244,1215389.75,1215408.257,1215426.763
5053,1215445.269,1215463.776,1215482.282,1215500.789,1215519.295,1215537.801,1215556.308,1215574.814,1215593.321,1215611.827,1215630.334,1215648.84,1215667.346
5054,1215685.853,1215704.359,1215722.866,1215741.372,1215759.878,1215778.385,1215796.891,1215815.398,1215833.904,1215852.41,1215870.917,1215889.423,1215907.93
5055,1215926.436,1215944.942,1215963.449,1215981.955,1216000.462,1216018.968,1216037.474,1216055.981,1216074.487,1216092.994,1216111.5,1216130.007,1216148.513
5056,1216167.019,1216185.526,1216204.032,1216222.539,1216241.045,1216259.551,1216278.058,1216296.564,1216315.071,1216333.577,1216352.083,1216370.59,1216389.096
5057,1216407.603,1216426.109,1216444.615,1216463.122,1216481.628,1216500.135,1216518.641,1216537.147,1216555.654,1216574.16,1216592.667,1216611.173,1216629.679
5058,1216648.186,1216666.692,1216685.199,1216703.705,1216722.212,1216740.718,1216759.224,1216777.731,1216796.237,1216814.744,1216833.25,1216851.756,1216870.263
5059,1216888.769,1216907.276,1216925.782,1216944.288,1216962.795,1216981.301,1216999.808,1217018.314,1217036.82,1217055.327,1217073.833,1217092.34,1217110.846
5060,1217129.352,1217147.859,1217166.365,1217184.872,1217203.378,1217221.884,1217240.391,1217258.897,1217277.404,1217295.91,1217314.417,1217332.923,1217351.429
5061,1217369.936,1217388.442,1217406.949,1217425.455,1217443.961,1217462.468,1217480.974,1217499.481,1217517.987,1217536.493,1217555,1217573.506,1217592.013
5062,1217610.519,1217629.025,1217647.532,1217666.038,1217684.545,1217703.051,1217721.557,1217740.064,1217758.57,1217777.077,1217795.583,1217814.09,1217832.596
5063,1217851.102,1217869.609,1217888.115,1217906.622,1217925.128,1217943.634,1217962.141,1217980.647,1217999.154,1218017.66,1218036.166,1218054.673,1218073.179
5064,1218091.686,1218110.192,1218128.698,1218147.205,1218165.711,1218184.218,1218202.724,1218221.23,1218239.737,1218258.243,1218276.75,1218295.256,1218313.762
5065,1218332.269,1218350.775,1218369.282,1218387.788,1218406.295,1218424.801,1218443.307,1218461.814,1218480.32,1218498.827,1218517.333,1218535.839,1218554.346
5066,1218572.852,1218591.359,1218609.865,1218628.371,1218646.878,1218665.384,1218683.891,1218702.397,1218720.903,1218739.41,1218757.916,1218776.423,1218794.929
5067,1218813.435,1218831.942,1218850.448,1218868.955,1218887.461,1218905.968,1218924.474,1218942.98,1218961.487,1218979.993,1218998.5,1219017.006,1219035.512
5068,1219054.019,1219072.525,1219091.032,1219109.538,1219128.044,1219146.551,1219165.057,1219183.564,1219202.07,1219220.576,1219239.083,1219257.589,1219276.096
5069,1219294.602,1219313.108,1219331.615,1219350.121,1219368.628,1219387.134,1219405.64,1219424.147,1219442.653,1219461.16,1219479.666,1219498.173,1219516.679
5070,1219535.185,1219553.692,1219572.198,1219590.705,1219609.211,1219627.717,1219646.224,1219664.73,1219683.237,1219701.743,1219720.249,1219738.756,1219757.262
5071,1219775.769,1219794.275,1219812.781,1219831.288,1219849.794,1219868.301,1219886.807,1219905.313,1219923.82,1219942.326,1219960.833,1219979.339,1219997.845
5072,1220016.352,1220034.858,1220053.365,1220071.871,1220090.378,1220108.884,1220127.39,1220145.897,1220164.403,1220182.91,1220201.416,1220219.922,1220238.429
5073,1220256.935,1220275.442,1220293.948,1220312.454,1220330.961,1220349.467,1220367.974,1220386.48,1220404.986,1220423.493,1220441.999,1220460.506,1220479.012
5074,1220497.518,1220516.025,1220534.531,1220553.038,1220571.544,1220590.051,1220608.557,1220627.063,1220645.57,1220664.076,1220682.583,1220701.089,1220719.595
5075,1220738.102,1220756.608,1220775.115,1220793.621,1220812.127,1220830.634,1220849.14,1220867.647,1220886.153,1220904.659,1220923.166,1220941.672,1220960.179
5076,1220978.685,1220997.191,1221015.698,1221034.204,1221052.711,1221071.217,1221089.723,1221108.23,1221126.736,1221145.243,1221163.749,1221182.256,1221200.762
5077,1221219.268,1221237.775,1221256.281,1221274.788,1221293.294,1221311.8,1221330.307,1221348.813,1221367.32,1221385.826,1221404.332,1221422.839,1221441.345
5078,1221459.852,1221478.358,1221496.864,1221515.371,1221533.877,1221552.384,1221570.89,1221589.396,1221607.903,1221626.409,1221644.916,1221663.422,1221681.929
5079,1221700.435,1221718.941,1221737.448,1221755.954,1221774.461,1221792.967,1221811.473,1221829.98,1221848.486,1221866.993,1221885.499,1221904.005,1221922.512
5080,1221941.018,1221959.525,1221978.031,1221996.537,1222015.044,1222033.55,1222052.057,1222070.563,1222089.069,1222107.576,1222126.082,1222144.589,1222163.095
5081,1222181.601,1222200.108,1222218.614,1222237.121,1222255.627,1222274.134,1222292.64,1222311.146,1222329.653,1222348.159,1222366.666,1222385.172,1222403.678
5082,1222422.185,1222440.691,1222459.198,1222477.704,1222496.21,1222514.717,1222533.223,1222551.73,1222570.236,1222588.742,1222607.249,1222625.755,1222644.262
5083,1222662.768,1222681.274,1222699.781,1222718.287,1222736.794,1222755.3,1222773.806,1222792.313,1222810.819,1222829.326,1222847.832,1222866.339,1222884.845
5084,1222903.351,1222921.858,1222940.364,1222958.871,1222977.377,1222995.883,1223014.39,1223032.896,1223051.403,1223069.909,1223088.415,1223106.922,1223125.428
5085,1223143.935,1223162.441,1223180.947,1223199.454,1223217.96,1223236.467,1223254.973,1223273.479,1223291.986,1223310.492,1223328.999,1223347.505,1223366.012
5086,1223384.518,1223403.024,1223421.531,1223440.037,1223458.544,1223477.05,1223495.556,1223514.063,1223532.569,1223551.076,1223569.582,1223588.088,1223606.595
5087,1223625.101,1223643.608,1223662.114,1223680.62,1223699.127,1223717.633,1223736.14,1223754.646,1223773.152,1223791.659,1223810.165,1223828.672,1223847.178
5088,1223865.684,1223884.191,1223902.697,1223921.204,1223939.71,1223958.217,1223976.723,1223995.229,1224013.736,1224032.242,1224050.749,1224069.255,1224087.761
5089,1224106.268,1224124.774,1224143.281,1224161.787,1224180.293,1224198.8,1224217.306,1224235.813,1224254.319,1224272.825,1224291.332,1224309.838,1224328.345
5090,1224346.851,1224365.357,1224383.864,1224402.37,1224420.877,1224439.383,1224457.889,1224476.396,1224494.902,1224513.409,1224531.915,1224550.422,1224568.928
5091,1224587.434,1224605.941,1224624.447,1224642.954,1224661.46,1224679.966,1224698.473,1224716.979,1224735.486,1224753.992,1224772.498,1224791.005,1224809.511
5092,1224828.018,1224846.524,1224865.03,1224883.537,1224902.043,1224920.55,1224939.056,1224957.562,1224976.069,1224994.575,1225013.082,1225031.588,1225050.095
5093,1225068.601,1225087.107,1225105.614,1225124.12,1225142.627,1225161.133,1225179.639,1225198.146,1225216.652,1225235.159,1225253.665,1225272.171,1225290.678
5094,1225309.184,1225327.691,1225346.197,1225364.703,1225383.21,1225401.716,1225420.223,1225438.729,1225457.235,1225475.742,1225494.248,1225512.755,1225531.261
5095,1225549.767,1225568.274,1225586.78,1225605.287,1225623.793,1225642.3,1225660.806,1225679.312,1225697.819,1225716.325,1225734.832,1225753.338,1225771.844
5096,1225790.351,1225808.857,1225827.364,1225845.87,1225864.376,1225882.883,1225901.389,1225919.896,1225938.402,1225956.908,1225975.415,1225993.921,1226012.428
5097,1226030.934,1226049.44,1226067.947,1226086.453,1226104.96,1226123.466,1226141.973,1226160.479,1226178.985,1226197.492,1226215.998,1226234.505,1226253.011
5098,1226271.517,1226290.024,1226308.53,1226327.037,1226345.543,1226364.049,1226382.556,1226401.062,1226419.569,1226438.075,1226456.581,1226475.088,1226493.594
5099,1226512.101,1226530.607,1226549.113,1226567.62,1226586.126,1226604.633,1226623.139,1226641.645,1226660.152,1226678.658,1226697.165,1226715.671,1226734.178
5100,1226752.684,1226771.19,1226789.697,1226808.203,1226826.71,1226845.216,1226863.722,1226882.229,1226900.735,1226919.242,1226937.748,1226956.254,1226974.761
5101,1226993.267,1227011.774,1227030.28,1227048.786,1227067.293,1227085.799,1227104.306,1227122.812,1227141.318,1227159.825,1227178.331,1227196.838,1227215.344
5102,1227233.85,1227252.357,1227270.863,1227289.37,1227307.876,1227326.383,1227344.889,1227363.395,1227381.902,1227400.408,1227418.915,1227437.421,1227455.927
5103,1227474.434,1227492.94,1227511.447,1227529.953,1227548.459,1227566.966,1227585.472,1227603.979,1227622.485,1227640.991,1227659.498,1227678.004,1227696.511
5104,1227715.017,1227733.523,1227752.03,1227770.536,1227789.043,1227807.549,1227826.056,1227844.562,1227863.068,1227881.575,1227900.081,1227918.588,1227937.094
5105,1227955.6,1227974.107,1227992.613,1228011.12,1228029.626,1228048.132,1228066.639,1228085.145,1228103.652,1228122.158,1228140.664,1228159.171,1228177.677
5106,1228196.184,1228214.69,1228233.196,1228251.703,1228270.209,1228288.716,1228307.222,1228325.728,1228344.235,1228362.741,1228381.248,1228399.754,1228418.261
5107,1228436.767,1228455.273,1228473.78,1228492.286,1228510.793,1228529.299,1228547.805,1228566.312,1228584.818,1228603.325,1228621.831,1228640.337,1228658.844
5108,1228677.35,1228695.857,1228714.363,1228732.869,1228751.376,1228769.882,1228788.389,1228806.895,1228825.401,1228843.908,1228862.414,1228880.921,1228899.427
5109,1228917.934,1228936.44,1228954.946,1228973.453,1228991.959,1229010.466,1229028.972,1229047.478,1229065.985,1229084.491,1229102.998,1229121.504,1229140.01
5110,1229158.517,1229177.023,1229195.53,1229214.036,1229232.542,1229251.049,1229269.555,1229288.062,1229306.568,1229325.074,1229343.581,1229362.087,1229380.594
5111,1229399.1,1229417.606,1229436.113,1229454.619,1229473.126,1229491.632,1229510.139,1229528.645,1229547.151,1229565.658,1229584.164,1229602.671,1229621.177
5112,1229639.683,1229658.19,1229676.696,1229695.203,1229713.709,1229732.215,1229750.722,1229769.228,1229787.735,1229806.241,1229824.747,1229843.254,1229861.76
5113,1229880.267,1229898.773,1229917.279,1229935.786,1229954.292,1229972.799,1229991.305,1230009.811,1230028.318,1230046.824,1230065.331,1230083.837,1230102.344
5114,1230120.85,1230139.356,1230157.863,1230176.369,1230194.876,1230213.382,1230231.888,1230250.395,1230268.901,1230287.408,1230305.914,1230324.42,1230342.927
5115,1230361.433,1230379.94,1230398.446,1230416.952,1230435.459,1230453.965,1230472.472,1230490.978,1230509.484,1230527.991,1230546.497,1230565.004,1230583.51
5116,1230602.017,1230620.523,1230639.029,1230657.536,1230676.042,1230694.549,1230713.055,1230731.561,1230750.068,1230768.574,1230787.081,1230805.587,1230824.093
5117,1230842.6,1230861.106,1230879.613,1230898.119,1230916.625,1230935.132,1230953.638,1230972.145,1230990.651,1231009.157,1231027.664,1231046.17,1231064.677
5118,1231083.183,1231101.689,1231120.196,1231138.702,1231157.209,1231175.715,1231194.222,1231212.728,1231231.234,1231249.741,1231268.247,1231286.754,1231305.26
5119,1231323.766,1231342.273,1231360.779,1231379.286,1231397.792,1231416.298,1231434.805,1231453.311,1231471.818,1231490.324,1231508.83,1231527.337,1231545.843
5120,1231564.35,1231582.856,1231601.362,1231619.869,1231638.375,1231656.882,1231675.388,1231693.894,1231712.401,1231730.907,1231749.414,1231767.92,1231786.427
5121,1231804.933,1231823.439,1231841.946,1231860.452,1231878.959,1231897.465,1231915.971,1231934.478,1231952.984,1231971.491,1231989.997,1232008.503,1232027.01
5122,1232045.516,1232064.023,1232082.529,1232101.035,1232119.542,1232138.048,1232156.555,1232175.061,1232193.567,1232212.074,1232230.58,1232249.087,1232267.593
5123,1232286.1,1232304.606,1232323.112,1232341.619,1232360.125,1232378.632,1232397.138,1232415.644,1232434.151,1232452.657,1232471.164,1232489.67,1232508.176
5124,1232526.683,1232545.189,1232563.696,1232582.202,1232600.708,1232619.215,1232637.721,1232656.228,1232674.734,1232693.24,1232711.747,1232730.253,1232748.76
5125,1232767.266,1232785.772,1232804.279,1232822.785,1232841.292,1232859.798,1232878.305,1232896.811,1232915.317,1232933.824,1232952.33,1232970.837,1232989.343
5126,1233007.849,1233026.356,1233044.862,1233063.369,1233081.875,1233100.381,1233118.888,1233137.394,1233155.901,1233174.407,1233192.913,1233211.42,1233229.926
5127,1233248.433,1233266.939,1233285.445,1233303.952,1233322.458,1233340.965,1233359.471,1233377.978,1233396.484,1233414.99,1233433.497,1233452.003,1233470.51
5128,1233489.016,1233507.522,1233526.029,1233544.535,1233563.042,1233581.548,1233600.054,1233618.561,1233637.067,1233655.574,1233674.08,1233692.586,1233711.093
5129,1233729.599,1233748.106,1233766.612,1233785.118,1233803.625,1233822.131,1233840.638,1233859.144,1233877.65,1233896.157,1233914.663,1233933.17,1233951.676
5130,1233970.183,1233988.689,1234007.195,1234025.702,1234044.208,1234062.715,1234081.221,1234099.727,1234118.234,1234136.74,1234155.247,1234173.753,1234192.259
5131,1234210.766,1234229.272,1234247.779,1234266.285,1234284.791,1234303.298,1234321.804,1234340.311,1234358.817,1234377.323,1234395.83,1234414.336,1234432.843
5132,1234451.349,1234469.855,1234488.362,1234506.868,1234525.375,1234543.881,1234562.388,1234580.894,1234599.4,1234617.907,1234636.413,1234654.92,1234673.426
5133,1234691.932,1234710.439,1234728.945,1234747.452,1234765.958,1234784.464,1234802.971,1234821.477,1234839.984,1234858.49,1234876.996,1234895.503,1234914.009
5134,1234932.516,1234951.022,1234969.528,1234988.035,1235006.541,1235025.048,1235043.554,1235062.061,1235080.567,1235099.073,1235117.58,1235136.086,1235154.593
5135,1235173.099,1235191.605,1235210.112,1235228.618,1235247.125,1235265.631,1235284.137,1235302.644,1235321.15,1235339.657,1235358.163,1235376.669,1235395.176
5136,1235413.682,1235432.189,1235450.695,1235469.201,1235487.708,1235506.214,1235524.721,1235543.227,1235561.733,1235580.24,1235598.746,1235617.253,1235635.759
5137,1235654.266,1235672.772,1235691.278,1235709.785,1235728.291,1235746.798,1235765.304,1235783.81,1235802.317,1235820.823,1235839.33,1235857.836,1235876.342
5138,1235894.849,1235913.355,1235931.862,1235950.368,1235968.874,1235987.381,1236005.887,1236024.394,1236042.9,1236061.406,1236079.913,1236098.419,1236116.926
5139,1236135.432,1236153.939,1236172.445,1236190.951,1236209.458,1236227.964,1236246.471,1236264.977,1236283.483,1236301.99,1236320.496,1236339.003,1236357.509
5140,1236376.015,1236394.522,1236413.028,1236431.535,1236450.041,1236468.547,1236487.054,1236505.56,1236524.067,1236542.573,1236561.079,1236579.586,1236598.092
5141,1236616.599,1236635.105,1236653.611,1236672.118,1236690.624,1236709.131,1236727.637,1236746.144,1236764.65,1236783.156,1236801.663,1236820.169,1236838.676
5142,1236857.182,1236875.688,1236894.195,1236912.701,1236931.208,1236949.714,1236968.22,1236986.727,1237005.233,1237023.74,1237042.246,1237060.752,1237079.259
5143,1237097.765,1237116.272,1237134.778,1237153.284,1237171.791,1237190.297,1237208.804,1237227.31,1237245.816,1237264.323,1237282.829,1237301.336,1237319.842
5144,1237338.349,1237356.855,1237375.361,1237393.868,1237412.374,1237430.881,1237449.387,1237467.893,1237486.4,1237504.906,1237523.413,1237541.919,1237560.425
5145,1237578.932,1237597.438,1237615.945,1237634.451,1237652.957,1237671.464,1237689.97,1237708.477,1237726.983,1237745.489,1237763.996,1237782.502,1237801.009
5146,1237819.515,1237838.022,1237856.528,1237875.034,1237893.541,1237912.047,1237930.554,1237949.06,1237967.566,1237986.073,1238004.579,1238023.086,1238041.592
5147,1238060.098,1238078.605,1238097.111,1238115.618,1238134.124,1238152.63,1238171.137,1238189.643,1238208.15,1238226.656,1238245.162,1238263.669,1238282.175
5148,1238300.682,1238319.188,1238337.694,1238356.201,1238374.707,1238393.214,1238411.72,1238430.227,1238448.733,1238467.239,1238485.746,1238504.252,1238522.759
5149,1238541.265,1238559.771,1238578.278,1238596.784,1238615.291,1238633.797,1238652.303,1238670.81,1238689.316,1238707.823,1238726.329,1238744.835,1238763.342
5150,1238781.848,1238800.355,1238818.861,1238837.367,1238855.874,1238874.38,1238892.887,1238911.393,1238929.899,1238948.406,1238966.912,1238985.419,1239003.925
5151,1239022.432,1239040.938,1239059.444,1239077.951,1239096.457,1239114.964,1239133.47,1239151.976,1239170.483,1239188.989,1239207.496,1239226.002,1239244.508
5152,1239263.015,1239281.521,1239300.028,1239318.534,1239337.04,1239355.547,1239374.053,1239392.56,1239411.066,1239429.572,1239448.079,1239466.585,1239485.092
5153,1239503.598,1239522.105,1239540.611,1239559.117,1239577.624,1239596.13,1239614.637,1239633.143,1239651.649,1239670.156,1239688.662,1239707.169,1239725.675
5154,1239744.181,1239762.688,1239781.194,1239799.701,1239818.207,1239836.713,1239855.22,1239873.726,1239892.233,1239910.739,1239929.245,1239947.752,1239966.258
5155,1239984.765,1240003.271,1240021.777,1240040.284,1240058.79,1240077.297,1240095.803,1240114.31,1240132.816,1240151.322,1240169.829,1240188.335,1240206.842
5156,1240225.348,1240243.854,1240262.361,1240280.867,1240299.374,1240317.88,1240336.386,1240354.893,1240373.399,1240391.906,1240410.412,1240428.918,1240447.425
5157,1240465.931,1240484.438,1240502.944,1240521.45,1240539.957,1240558.463,1240576.97,1240595.476,1240613.983,1240632.489,1240650.995,1240669.502,1240688.008
5158,1240706.515,1240725.021,1240743.527,1240762.034,1240780.54,1240799.047,1240817.553,1240836.059,1240854.566,1240873.072,1240891.579,1240910.085,1240928.591
5159,1240947.098,1240965.604,1240984.111,1241002.617,1241021.123,1241039.63,1241058.136,1241076.643,1241095.149,1241113.655,1241132.162,1241150.668,1241169.175
5160,1241187.681,1241206.188,1241224.694,1241243.2,1241261.707,1241280.213,1241298.72,1241317.226,1241335.732,1241354.239,1241372.745,1241391.252,1241409.758
5161,1241428.264,1241446.771,1241465.277,1241483.784,1241502.29,1241520.796,1241539.303,1241557.809,1241576.316,1241594.822,1241613.328,1241631.835,1241650.341
5162,1241668.848,1241687.354,1241705.86,1241724.367,1241742.873,1241761.38,1241779.886,1241798.393,1241816.899,1241835.405,1241853.912,1241872.418,1241890.925
5163,1241909.431,1241927.937,1241946.444,1241964.95,1241983.457,1242001.963,1242020.469,1242038.976,1242057.482,1242075.989,1242094.495,1242113.001,1242131.508
5164,1242150.014,1242168.521,1242187.027,1242205.533,1242224.04,1242242.546,1242261.053,1242279.559,1242298.066,1242316.572,1242335.078,1242353.585,1242372.091
5165,1242390.598,1242409.104,1242427.61,1242446.117,1242464.623,1242483.13,1242501.636,1242520.142,1242538.649,1242557.155,1242575.662,1242594.168,1242612.674
5166,1242631.181,1242649.687,1242668.194,1242686.7,1242705.206,1242723.713,1242742.219,1242760.726,1242779.232,1242797.738,1242816.245,1242834.751,1242853.258
5167,1242871.764,1242890.271,1242908.777,1242927.283,1242945.79,1242964.296,1242982.803,1243001.309,1243019.815,1243038.322,1243056.828,1243075.335,1243093.841
5168,1243112.347,1243130.854,1243149.36,1243167.867,1243186.373,1243204.879,1243223.386,1243241.892,1243260.399,1243278.905,1243297.411,1243315.918,1243334.424
5169,1243352.931,1243371.437,1243389.944,1243408.45,1243426.956,1243445.463,1243463.969,1243482.476,1243500.982,1243519.488,1243537.995,1243556.501,1243575.008
5170,1243593.514,1243612.02,1243630.527,1243649.033,1243667.54,1243686.046,1243704.552,1243723.059,1243741.565,1243760.072,1243778.578,1243797.084,1243815.591
5171,1243834.097,1243852.604,1243871.11,1243889.616,1243908.123,1243926.629,1243945.136,1243963.642,1243982.149,1244000.655,1244019.161,1244037.668,1244056.174
5172,1244074.681,1244093.187,1244111.693,1244130.2,1244148.706,1244167.213,1244185.719,1244204.225,1244222.732,1244241.238,1244259.745,1244278.251,1244296.757
5173,1244315.264,1244333.77,1244352.277,1244370.783,1244389.289,1244407.796,1244426.302,1244444.809,1244463.315,1244481.821,1244500.328,1244518.834,1244537.341
5174,1244555.847,1244574.354,1244592.86,1244611.366,1244629.873,1244648.379,1244666.886,1244685.392,1244703.898,1244722.405,1244740.911,1244759.418,1244777.924
5175,1244796.43,1244814.937,1244833.443,1244851.95,1244870.456,1244888.962,1244907.469,1244925.975,1244944.482,1244962.988,1244981.494,1245000.001,1245018.507
5176,1245037.014,1245055.52,1245074.027,1245092.533,1245111.039,1245129.546,1245148.052,1245166.559,1245185.065,1245203.571,1245222.078,1245240.584,1245259.091
5177,1245277.597,1245296.103,1245314.61,1245333.116,1245351.623,1245370.129,1245388.635,1245407.142,1245425.648,1245444.155,1245462.661,1245481.167,1245499.674
5178,1245518.18,1245536.687,1245555.193,1245573.699,1245592.206,1245610.712,1245629.219,1245647.725,1245666.232,1245684.738,1245703.244,1245721.751,1245740.257
5179,1245758.764,1245777.27,1245795.776,1245814.283,1245832.789,1245851.296,1245869.802,1245888.308,1245906.815,1245925.321,1245943.828,1245962.334,1245980.84
5180,1245999.347,1246017.853,1246036.36,1246054.866,1246073.372,1246091.879,1246110.385,1246128.892,1246147.398,1246165.904,1246184.411,1246202.917,1246221.424
5181,1246239.93,1246258.437,1246276.943,1246295.449,1246313.956,1246332.462,1246350.969,1246369.475,1246387.981,1246406.488,1246424.994,1246443.501,1246462.007
5182,1246480.513,1246499.02,1246517.526,1246536.033,1246554.539,1246573.045,1246591.552,1246610.058,1246628.565,1246647.071,1246665.577,1246684.084,1246702.59
5183,1246721.097,1246739.603,1246758.11,1246776.616,1246795.122,1246813.629,1246832.135,1246850.642,1246869.148,1246887.654,1246906.161,1246924.667,1246943.174
5184,1246961.68,1246980.186,1246998.693,1247017.199,1247035.706,1247054.212,1247072.718,1247091.225,1247109.731,1247128.238,1247146.744,1247165.25,1247183.757
5185,1247202.263,1247220.77,1247239.276,1247257.782,1247276.289,1247294.795,1247313.302,1247331.808,1247350.315,1247368.821,1247387.327,1247405.834,1247424.34
5186,1247442.847,1247461.353,1247479.859,1247498.366,1247516.872,1247535.379,1247553.885,1247572.391,1247590.898,1247609.404,1247627.911,1247646.417,1247664.923
5187,1247683.43,1247701.936,1247720.443,1247738.949,1247757.455,1247775.962,1247794.468,1247812.975,1247831.481,1247849.988,1247868.494,1247887,1247905.507
5188,1247924.013,1247942.52,1247961.026,1247979.532,1247998.039,1248016.545,1248035.052,1248053.558,1248072.064,1248090.571,1248109.077,1248127.584,1248146.09
5189,1248164.596,1248183.103,1248201.609,1248220.116,1248238.622,1248257.128,1248275.635,1248294.141,1248312.648,1248331.154,1248349.66,1248368.167,1248386.673
